Time,RadioId,TagId,TagRSSI,NodeId
2020-04-25 02:22:43.262000+00:00,2,FF80349E,-96,
2020-04-25 02:32:13.791000+00:00,2,88E1CD61,-96,
2020-04-25 02:32:33.372000+00:00,5,F2C75382,-96,
2020-04-25 02:35:18.332000+00:00,5,2C6B6BCD,-96,
2020-04-25 02:38:31.013000+00:00,5,F866E11F,-96,
2020-04-25 02:43:43.778000+00:00,2,DA87FA9D,-96,
2020-04-25 02:49:41.790000+00:00,5,08C54426,-96,
2020-04-25 02:50:30.398000+00:00,2,E73D69D0,-96,
2020-04-25 02:51:59.898000+00:00,5,119918DD,-96,
2020-04-25 02:56:21.365000+00:00,5,38380BD0,-96,
2020-04-25 03:04:15.918000+00:00,2,01E499BA,-96,
2020-04-25 03:04:28.758000+00:00,5,F7FA8162,-96,
2020-04-25 03:18:27.005000+00:00,2,5D2FA7A4,-96,
2020-04-25 03:27:00.007000+00:00,2,73818FDD,-96,
2020-04-25 03:32:20.964000+00:00,2,3E13BF91,-96,
2020-04-25 03:35:19.362000+00:00,5,BEDFEF3C,-96,
2020-04-25 03:37:50.040000+00:00,2,B4949718,-96,
2020-04-25 03:43:08.024000+00:00,5,CEC61D61,-96,
2020-04-25 03:54:27.840000+00:00,5,3A72F23E,-96,
2020-04-25 04:02:21.397000+00:00,5,BB59FD4A,-96,
2020-04-25 04:05:42.541000+00:00,5,DE5ADC97,-96,
2020-04-25 04:08:32.102000+00:00,5,1B37B5DE,-96,
2020-04-25 04:18:16.700000+00:00,2,AB128D73,-96,
2020-04-25 04:20:49.009000+00:00,2,652B35B7,-97,
2020-04-25 04:28:16.052000+00:00,5,69132077,-96,
2020-04-25 04:29:29.213000+00:00,2,C7A29359,-96,
2020-04-25 04:30:58.707000+00:00,2,6F005132,-109,
2020-04-25 04:36:49.986000+00:00,2,FDEF9BB5,-96,
2020-04-25 04:48:47.220000+00:00,5,CF4C5CFE,-96,
2020-04-25 04:56:40.535000+00:00,5,6E9DD6CD,-96,
2020-04-25 05:09:51.947000+00:00,2,27B348DA,-96,
2020-04-25 05:18:36.273000+00:00,5,6AB1CC72,-96,
2020-04-25 05:22:41.442000+00:00,5,CB4EDEF8,-96,
2020-04-25 05:23:10.731000+00:00,5,AE0F550B,-96,
2020-04-25 05:26:40.713000+00:00,2,E8CF8800,-96,
2020-04-25 05:36:19.734000+00:00,5,F10AEE01,-96,
2020-04-25 05:37:34.362000+00:00,2,752819EE,-96,
2020-04-25 05:38:33.602000+00:00,5,D7802574,-96,
2020-04-25 05:45:53.826000+00:00,5,B63F5A2C,-96,
2020-04-25 05:49:00.968000+00:00,5,C7D77401,-96,
2020-04-25 05:49:40.023000+00:00,2,33A5CD68,-96,
2020-04-25 05:54:37.176000+00:00,2,558E71D4,-96,
2020-04-25 05:58:27.565000+00:00,5,82E07EE3,-96,
2020-04-25 05:59:12.216000+00:00,5,0D000EBB,-96,
2020-04-25 06:11:42.396000+00:00,2,CD02A867,-99,
2020-04-25 06:12:54.053000+00:00,2,CDD51EBD,-96,
2020-04-25 06:13:09.960000+00:00,2,4C874CD2,-96,
2020-04-25 06:19:46.185000+00:00,2,EEBE35F0,-96,
2020-04-25 06:21:19.589000+00:00,5,AAABB966,-96,
2020-04-25 06:23:18.877000+00:00,5,7E5442DA,-97,
2020-04-25 06:30:07.930000+00:00,2,E5719D63,-96,
2020-04-25 06:36:17.983000+00:00,5,B5770AD5,-109,
2020-04-25 06:38:13.447000+00:00,2,C5BC01F9,-96,
2020-04-25 06:43:30.812000+00:00,2,30D79DEA,-96,
2020-04-25 06:44:13.847000+00:00,2,CCB3AA00,-96,
2020-04-25 06:47:17.200000+00:00,2,E166F855,-96,
2020-04-25 06:59:30.839000+00:00,5,76328B71,-96,
2020-04-25 07:09:04.672000+00:00,2,D94131CC,-96,
2020-04-25 07:16:26.258000+00:00,2,61C70810,-96,
2020-04-25 07:21:21.851000+00:00,5,41D4B501,-96,
2020-04-25 07:30:34.394000+00:00,2,D73770FC,-96,
2020-04-25 07:35:50.218000+00:00,2,CD7E3FD5,-96,
2020-04-25 07:41:21.068000+00:00,2,45A457A8,-96,
2020-04-25 07:42:10.166000+00:00,5,D10B5163,-96,
2020-04-25 07:43:17.184000+00:00,2,B6898A23,-96,
2020-04-25 07:48:38.063000+00:00,5,73321D5A,-96,
2020-04-25 07:48:57.486000+00:00,2,50D81A70,-96,
2020-04-25 07:49:59.135000+00:00,5,C4CA6575,-96,
2020-04-25 07:59:06.741000+00:00,5,AFDB82A5,-96,
2020-04-25 08:07:07.897000+00:00,5,5A8B7BE4,-96,
2020-04-25 08:12:13.553000+00:00,5,81B0661A,-96,
2020-04-25 08:14:09.853000+00:00,5,98EBA34C,-96,
2020-04-25 08:15:44.066000+00:00,2,198DCDAA,-96,
2020-04-25 08:20:13.749000+00:00,2,FBE65618,-96,
2020-04-25 08:25:45.093000+00:00,5,78F6E1F5,-96,
2020-04-25 08:34:51.245000+00:00,5,AB1BBF50,-109,
2020-04-25 08:35:51.885000+00:00,2,FBB981FC,-96,
2020-04-25 08:38:08.684000+00:00,5,F46E230D,-96,
2020-04-25 08:38:31.323000+00:00,2,8571C23C,-96,
2020-04-25 08:39:05.636000+00:00,2,D2664CCB,-96,
2020-04-25 08:44:13.844000+00:00,2,F338E432,-96,
2020-04-25 08:46:11.212000+00:00,5,279B2BF2,-96,
2020-04-25 08:47:25.676000+00:00,5,B45806F7,-96,
2020-04-25 08:50:14.917000+00:00,5,051929F5,-96,
2020-04-25 08:52:54.020000+00:00,5,34E6E8E1,-96,
2020-04-25 08:54:11.049000+00:00,2,9F561FC1,-96,
2020-04-25 08:58:26.799000+00:00,2,67130D98,-96,
2020-04-25 09:03:04.600000+00:00,5,D5FFCCF8,-96,
2020-04-25 09:05:21.901000+00:00,5,BA0D5528,-96,
2020-04-25 09:21:10.861000+00:00,2,B41EF861,-109,
2020-04-25 09:22:04.613000+00:00,2,24ABF7AC,-96,
2020-04-25 09:23:56.239000+00:00,2,1B28667D,-96,
2020-04-25 09:32:42.928000+00:00,5,723D6BB7,-96,
2020-04-25 09:33:21.259000+00:00,5,87529E4B,-96,
2020-04-25 09:38:16.623000+00:00,2,D7F7FDBB,-96,
2020-04-25 09:39:11.543000+00:00,2,79EFEA45,-96,
2020-04-25 09:43:03.848000+00:00,2,0BE63A77,-96,
2020-04-25 10:03:51.333000+00:00,5,D7CE0D21,-96,
2020-04-25 10:11:00.844000+00:00,2,001E331E,-96,
2020-04-25 10:22:12.236000+00:00,5,06128592,-96,
2020-04-25 10:27:20.015000+00:00,5,273B90C2,-96,
2020-04-25 10:30:12.849000+00:00,2,B8EC28DC,-96,
2020-04-25 10:35:28.551000+00:00,2,E1AAB333,-105,
2020-04-25 10:44:57.919000+00:00,5,00447444,-96,
2020-04-25 10:49:50.951000+00:00,2,D67ECB59,-96,
2020-04-25 10:50:21.804000+00:00,5,1FA27CA4,-97,
2020-04-25 11:01:38.595000+00:00,5,B3ABC298,-96,
2020-04-25 11:06:17.600000+00:00,2,858BA598,-96,
2020-04-25 11:12:13.235000+00:00,2,1033131D,-96,
2020-04-25 11:15:16.740000+00:00,2,CAFC2519,-96,
2020-04-25 11:16:48.634000+00:00,2,35933A59,-96,
2020-04-25 11:16:52.535000+00:00,5,ECEB5057,-109,
2020-04-25 11:19:51.018000+00:00,2,C6DCDBB9,-96,
2020-04-25 11:21:50.330000+00:00,2,3A1199E2,-96,
2020-04-25 11:23:59.877000+00:00,5,4730B46C,-96,
2020-04-25 11:35:40.070000+00:00,2,39F50280,-96,
2020-04-25 11:39:17.443000+00:00,2,A1DB93FE,-96,
2020-04-25 11:56:50.880000+00:00,5,E8FD31F5,-96,
2020-04-25 12:02:23.511000+00:00,5,FD3B9678,-96,
2020-04-25 12:07:29.854000+00:00,2,D1DDE0B9,-96,
2020-04-25 12:08:07.748000+00:00,2,B8FDEDCB,-96,
2020-04-25 12:08:08.411000+00:00,2,8311B3E4,-96,
2020-04-25 12:15:42.416000+00:00,2,939BE9F3,-96,
2020-04-25 12:26:53.104000+00:00,5,2CD52B93,-96,
2020-04-25 12:33:15.822000+00:00,5,06944D2C,-96,
2020-04-25 12:36:15.145000+00:00,5,ADD4C17E,-96,
2020-04-25 12:42:56.851000+00:00,2,99F6D8FF,-96,
2020-04-25 12:53:11.020000+00:00,5,46AB4F9E,-96,
2020-04-25 12:53:40.857000+00:00,2,9F97499C,-96,
2020-04-25 12:57:36.708000+00:00,5,7FFCE85E,-96,
2020-04-25 13:00:14.253000+00:00,2,6631298B,-96,
2020-04-25 13:01:32.915000+00:00,2,C5C9CF7E,-96,
2020-04-25 13:07:09.734000+00:00,5,9ECE5831,-96,
2020-04-25 13:12:50.635000+00:00,2,3B31D1D8,-96,
2020-04-25 13:14:15.165000+00:00,5,BF2AB9A7,-96,
2020-04-25 13:15:14.069000+00:00,2,BC074D9F,-96,
2020-04-25 13:20:19.370000+00:00,5,D7371EF1,-96,
2020-04-25 13:20:54.563000+00:00,5,0E832D66,-96,
2020-04-25 13:26:34.564000+00:00,2,5690AAE7,-96,
2020-04-25 13:27:07.647000+00:00,2,4659C30D,-96,
2020-04-25 13:28:31.775000+00:00,5,CBCB0761,-96,
2020-04-25 13:33:05.873000+00:00,5,6722FABF,-96,
2020-04-25 13:42:34.409000+00:00,2,166D8872,-96,
2020-04-25 13:53:12.134000+00:00,2,B008E4F0,-96,
2020-04-25 13:55:19.790000+00:00,5,BE2868DF,-96,
2020-04-25 14:02:15.375000+00:00,5,3FA41CBE,-96,
2020-04-25 14:10:00.742000+00:00,5,B4F3A30A,-96,
2020-04-25 14:14:35.769000+00:00,2,B930766C,-96,
2020-04-25 14:18:50.739000+00:00,5,FF5C9E08,-96,
2020-04-25 14:32:19.234000+00:00,2,06AD1BCD,-96,
2020-04-25 14:40:42.771000+00:00,5,6FFE49B8,-96,
2020-04-25 14:45:37.652000+00:00,2,BB818E06,-96,
2020-04-25 14:56:28.393000+00:00,2,802D1EE1,-96,
2020-04-25 15:00:31.218000+00:00,2,D95BA1E0,-96,
2020-04-25 15:14:24.738000+00:00,5,34C98588,-96,
2020-04-25 15:16:16.422000+00:00,5,3655F00F,-96,
2020-04-25 15:20:58.063000+00:00,2,8C96DC74,-96,
2020-04-25 15:42:01.393000+00:00,2,EC1D3E30,-96,
2020-04-25 15:50:09.718000+00:00,2,9C27FF65,-96,
2020-04-25 15:57:52.764000+00:00,2,00D0FA52,-104,
2020-04-25 16:05:25.940000+00:00,2,80298CB5,-96,
2020-04-25 16:07:00.291000+00:00,2,C9C22399,-97,
2020-04-25 16:07:33.201000+00:00,2,77991D7E,-96,
2020-04-25 16:17:06.019000+00:00,5,5328D3A8,-96,
2020-04-25 16:30:04.118000+00:00,2,DECE3997,-96,
2020-04-25 16:36:08.533000+00:00,2,33CF7A13,-96,
2020-04-25 16:38:11.053000+00:00,5,1F96FA92,-96,
2020-04-25 16:40:08.481000+00:00,2,E720CE12,-96,
2020-04-25 16:41:08.017000+00:00,2,9D356B96,-96,
2020-04-25 16:41:23.232000+00:00,2,7D4D6063,-96,
2020-04-25 16:45:49.250000+00:00,2,EFB3270C,-96,
2020-04-25 16:48:14.326000+00:00,5,E3B5FD80,-96,
2020-04-25 16:49:08.434000+00:00,5,B64D7F5F,-96,
2020-04-25 16:49:44.562000+00:00,2,132F1B33,-96,
2020-04-25 16:56:47.380000+00:00,2,DFB72B9D,-96,
2020-04-25 17:04:55.534000+00:00,2,5CEF0961,-96,
2020-04-25 17:10:44.467000+00:00,5,F3D15AFF,-96,
2020-04-25 17:12:24.292000+00:00,2,ABD2F4F6,-96,
2020-04-25 17:15:55.211000+00:00,2,C139F66E,-96,
2020-04-25 17:16:10.275000+00:00,2,FEF5734B,-96,
2020-04-25 17:20:04.640000+00:00,5,1116E555,-96,
2020-04-25 17:32:04.301000+00:00,2,960E0002,-96,
2020-04-25 17:54:16.037000+00:00,2,80D23455,-96,
2020-04-25 18:02:26.629000+00:00,5,E934F792,-96,
2020-04-25 18:03:25.869000+00:00,2,DE0E5C46,-96,
2020-04-25 18:11:00.406000+00:00,5,F6A454F6,-96,
2020-04-25 18:16:00.624000+00:00,2,BA681040,-96,
2020-04-25 18:20:09.479000+00:00,5,116183A9,-96,
2020-04-25 18:31:33.578000+00:00,5,31A9C859,-96,
2020-04-25 18:36:24.407000+00:00,2,AAEA3482,-96,
2020-04-25 18:38:26.936000+00:00,2,31AF1F0C,-96,
2020-04-25 18:41:10.623000+00:00,5,93EE3C35,-96,
2020-04-25 18:45:07.446000+00:00,2,1212D52C,-96,
2020-04-25 18:49:29.381000+00:00,5,2EDE0003,-96,
2020-04-25 19:05:28.484000+00:00,2,14BE341C,-96,
2020-04-25 19:05:59.824000+00:00,5,51429DE4,-96,
2020-04-25 19:06:04.303000+00:00,5,3CD7F606,-96,
2020-04-25 19:09:37.465000+00:00,5,793F1017,-96,
2020-04-25 19:11:02.454000+00:00,5,80CB5AF0,-96,
2020-04-25 19:24:56.560000+00:00,2,C3791251,-96,
2020-04-25 19:29:25.932000+00:00,2,0073850F,-96,
2020-04-25 19:30:55.711000+00:00,5,B480801E,-96,
2020-04-25 19:34:04.173000+00:00,5,93DCF282,-96,
2020-04-25 19:43:44.293000+00:00,2,5BDC513E,-96,
2020-04-25 20:00:40.264000+00:00,2,617F3378,-96,
2020-04-25 20:00:51.871000+00:00,2,631297E9,-96,
2020-04-25 20:09:25.590000+00:00,2,BD066630,-96,
2020-04-25 20:09:52.703000+00:00,2,87222D5A,-96,
2020-04-25 20:10:56.241000+00:00,5,787C269A,-96,
2020-04-25 20:16:58.305000+00:00,2,B038FA53,-96,
2020-04-25 20:18:01.729000+00:00,5,704351B3,-96,
2020-04-25 20:18:15.157000+00:00,2,3ED698C8,-96,
2020-04-25 20:25:36.498000+00:00,2,B2F440BB,-96,
2020-04-25 20:30:25.248000+00:00,2,07CC07AD,-96,
2020-04-25 20:51:59.473000+00:00,5,126D34E4,-96,
2020-04-25 20:52:40.671000+00:00,2,2F4C333A,-96,
2020-04-25 21:03:42.925000+00:00,5,598F81E5,-96,
2020-04-25 21:15:50.761000+00:00,5,FD09E0EE,-96,
2020-04-25 21:21:25.032000+00:00,2,1CCBA457,-96,
2020-04-25 21:26:41.505000+00:00,2,E80A116A,-96,
2020-04-25 21:35:33.807000+00:00,5,B39B44FA,-96,
2020-04-25 21:39:29.879000+00:00,2,4F2B8849,-96,
2020-04-25 21:43:12.123000+00:00,5,22B4D888,-96,
2020-04-25 21:46:32.180000+00:00,5,2B8D8B48,-96,
2020-04-25 21:47:51.375000+00:00,5,36E70F99,-96,
2020-04-25 21:49:27.156000+00:00,2,E6FABB0D,-96,
2020-04-25 21:53:42.912000+00:00,2,4912D8C7,-96,
2020-04-25 21:55:51.878000+00:00,2,39551ECC,-96,
2020-04-25 22:04:07.277000+00:00,5,E6348061,-96,
2020-04-25 22:04:20.020000+00:00,2,B406C663,-96,
2020-04-25 22:04:31.610000+00:00,5,911E88F2,-96,
2020-04-25 22:12:18.451000+00:00,2,6AC83DB4,-96,
2020-04-25 22:14:18.866000+00:00,5,55E1879E,-96,
2020-04-25 22:14:21.225000+00:00,5,4BE1CB2D,-96,
2020-04-25 22:18:28.673000+00:00,2,80E6D599,-96,
2020-04-25 22:21:53.044000+00:00,5,AFDF1713,-96,
2020-04-25 22:42:39.339000+00:00,2,859D3F7E,-96,
2020-04-25 22:49:18.563000+00:00,5,140C9D2F,-96,
2020-04-25 22:58:20.546000+00:00,2,0C273A99,-96,
2020-04-25 23:00:53.304000+00:00,5,DB1A6623,-96,
2020-04-25 23:18:09.051000+00:00,2,898D6C6D,-96,
2020-04-25 23:18:50.700000+00:00,5,30FCD33E,-109,
2020-04-25 23:35:34.821000+00:00,2,5954B74A,-96,
2020-04-25 23:36:03.362000+00:00,5,826DF118,-96,
2020-04-25 23:38:24.874000+00:00,2,32B16658,-96,
2020-04-25 23:56:17.446000+00:00,2,778DC167,-96,
2020-04-26 00:24:29.266000+00:00,2,C904FA0B,-96,
2020-04-26 00:24:58.044000+00:00,2,CF47ED77,-96,
2020-04-26 00:36:25.661000+00:00,2,CEC72CE3,-96,
2020-04-26 01:00:29.043000+00:00,2,2A80071E,-96,
2020-04-26 01:01:00.960000+00:00,2,9F26EDB3,-96,
2020-04-26 01:03:54.700000+00:00,2,D8BF0BC3,-96,
2020-04-26 01:05:51.660000+00:00,2,86D6593A,-96,
2020-04-26 01:08:30.704000+00:00,2,62797C7F,-96,
2020-04-26 01:23:29.701000+00:00,2,39650574,-96,
2020-04-26 01:31:14.483000+00:00,5,487BB2F5,-96,
2020-04-26 01:32:02.125000+00:00,2,D6580BC7,-96,
2020-04-26 01:35:00.885000+00:00,2,22808A9C,-96,
2020-04-26 01:39:39.809000+00:00,5,9831FFE7,-96,
2020-04-26 01:43:44.829000+00:00,5,D564F29E,-96,
2020-04-26 02:01:47.612000+00:00,2,6FFFFCAF,-96,
2020-04-26 02:11:36.993000+00:00,2,9C60BD9C,-96,
2020-04-26 02:19:51.915000+00:00,2,81B1E686,-96,
2020-04-26 02:28:25.983000+00:00,5,3015900E,-96,
2020-04-26 02:34:45.026000+00:00,2,96EBE1A9,-96,
2020-04-26 02:35:10.723000+00:00,5,FF2D07D2,-96,
2020-04-26 02:48:43.535000+00:00,5,B9971E00,-96,
2020-04-26 02:52:49.114000+00:00,2,4B459DAA,-96,
2020-04-26 02:56:08.027000+00:00,5,15F9BBE3,-96,
2020-04-26 03:01:40.397000+00:00,2,595D403C,-96,
2020-04-26 03:12:15.137000+00:00,5,D2613EA3,-96,
2020-04-26 03:14:47.644000+00:00,5,81370FDF,-96,
2020-04-26 03:18:13.554000+00:00,2,E5DF4C94,-96,
2020-04-26 03:18:42.885000+00:00,2,74B6920A,-96,
2020-04-26 03:20:10.927000+00:00,5,D6A9DBF8,-96,
2020-04-26 03:24:33.614000+00:00,5,8426BC4D,-96,
2020-04-26 03:27:08.454000+00:00,2,57B88440,-96,
2020-04-26 03:28:06.381000+00:00,5,B5151557,-96,
2020-04-26 03:37:05.621000+00:00,5,9FE19F6C,-96,
2020-04-26 03:41:44.290000+00:00,2,FC5ADA10,-96,
2020-04-26 03:41:52.695000+00:00,2,FE1590AF,-96,
2020-04-26 03:45:13.114000+00:00,2,A266B834,-96,
2020-04-26 03:52:00.833000+00:00,2,7FD2E633,-96,
2020-04-26 03:53:02.629000+00:00,2,C0812BFF,-96,
2020-04-26 03:54:57.735000+00:00,5,1FD630B1,-109,
2020-04-26 03:57:21.092000+00:00,5,BC342A6B,-96,
2020-04-26 03:58:30.717000+00:00,5,2CA4EE71,-96,
2020-04-26 04:02:59.702000+00:00,5,D9441363,-96,
2020-04-26 04:05:42.895000+00:00,2,225CE5D0,-96,
2020-04-26 04:12:07.980000+00:00,2,AC8904A5,-96,
2020-04-26 04:24:15.896000+00:00,2,68A018C4,-96,
2020-04-26 04:29:16.034000+00:00,2,31F5C196,-96,
2020-04-26 04:29:42.651000+00:00,2,43A74493,-96,
2020-04-26 04:33:08.129000+00:00,2,81773F14,-96,
2020-04-26 04:40:12.071000+00:00,5,1F880BCA,-96,
2020-04-26 04:46:30.866000+00:00,5,ADD2B3CB,-96,
2020-04-26 04:49:32.736000+00:00,5,8B3E263A,-96,
2020-04-26 04:54:06.394000+00:00,5,725FCA06,-109,
2020-04-26 05:01:22.893000+00:00,5,9846F20D,-96,
2020-04-26 05:03:09.638000+00:00,2,93361CC7,-96,
2020-04-26 05:04:30.922000+00:00,5,F3A7A6D9,-96,
2020-04-26 05:21:02.688000+00:00,2,CAFC5647,-96,
2020-04-26 05:37:10.834000+00:00,5,34A59EC0,-96,
2020-04-26 05:38:31.994000+00:00,5,667DD4D1,-96,
2020-04-26 05:40:42.791000+00:00,5,E357BE27,-96,
2020-04-26 05:42:48.911000+00:00,2,DD9023B6,-96,
2020-04-26 05:49:40.076000+00:00,5,66A0D482,-96,
2020-04-26 05:54:35.645000+00:00,2,99B6CEC6,-96,
2020-04-26 06:01:25.784000+00:00,5,675C756F,-96,
2020-04-26 06:08:42.267000+00:00,5,53EC0026,-98,
2020-04-26 06:08:58.959000+00:00,2,D8064CE3,-96,
2020-04-26 06:24:55.637000+00:00,5,0123EB65,-96,
2020-04-26 06:28:41.480000+00:00,2,324860E3,-96,
2020-04-26 06:32:59.949000+00:00,2,0F5DFE56,-96,
2020-04-26 06:35:51.077000+00:00,2,1EB4994B,-96,
2020-04-26 06:42:55.096000+00:00,5,884459DD,-96,
2020-04-26 06:43:10.989000+00:00,2,BC71F66B,-96,
2020-04-26 06:52:48.805000+00:00,2,63D0903B,-96,
2020-04-26 06:57:16.689000+00:00,5,DBD9F70F,-96,
2020-04-26 06:57:53.255000+00:00,5,5CFB94B8,-96,
2020-04-26 07:03:37.917000+00:00,2,88E154A7,-96,
2020-04-26 07:18:07.155000+00:00,5,74AEAD48,-96,
2020-04-26 07:22:59.426000+00:00,5,C34E0B8C,-96,
2020-04-26 07:38:36.820000+00:00,2,9769FE03,-96,
2020-04-26 07:42:22.234000+00:00,5,46DD9744,-109,
2020-04-26 07:53:17.467000+00:00,2,8440CC91,-96,
2020-04-26 07:55:48.096000+00:00,2,6D11CE72,-96,
2020-04-26 08:01:08.703000+00:00,5,0DBD7775,-96,
2020-04-26 08:04:27.101000+00:00,2,A62CA836,-96,
2020-04-26 08:13:04.498000+00:00,5,07E2938F,-96,
2020-04-26 08:15:49.874000+00:00,5,CCFEFF46,-96,
2020-04-26 08:15:51.013000+00:00,2,47C6DA0B,-97,
2020-04-26 08:28:46.990000+00:00,5,A72506A3,-96,
2020-04-26 08:29:59.400000+00:00,2,B4CC19FF,-96,
2020-04-26 08:36:36.821000+00:00,2,AACC00AA,-96,
2020-04-26 08:42:08.553000+00:00,5,BE4E2A9D,-96,
2020-04-26 08:49:00.008000+00:00,5,43F0B52D,-96,
2020-04-26 08:49:57.180000+00:00,5,0DC251E6,-96,
2020-04-26 09:00:13.344000+00:00,5,44BBE255,-96,
2020-04-26 09:09:39.893000+00:00,5,5E1F0FB1,-96,
2020-04-26 09:14:04.142000+00:00,5,92FDFC78,-96,
2020-04-26 09:14:12.834000+00:00,2,5F147239,-96,
2020-04-26 09:14:30.796000+00:00,2,5EA25283,-96,
2020-04-26 09:15:34.967000+00:00,5,6F030885,-96,
2020-04-26 09:15:54.258000+00:00,2,7FE16166,-96,
2020-04-26 09:18:59.901000+00:00,2,2BBB7B11,-96,
2020-04-26 09:22:46.451000+00:00,5,AAA87028,-96,
2020-04-26 09:29:55.181000+00:00,2,A1240BE8,-104,
2020-04-26 09:40:43.976000+00:00,2,003300CB,-96,
2020-04-26 09:44:05.455000+00:00,2,CB4DB7DF,-96,
2020-04-26 09:47:55.520000+00:00,2,8A1FF3CF,-96,
2020-04-26 09:55:11.789000+00:00,2,8F8B2596,-96,
2020-04-26 09:59:29.247000+00:00,2,A7BD0ED2,-96,
2020-04-26 10:10:44.952000+00:00,5,8E491889,-96,
2020-04-26 10:10:53.813000+00:00,2,A72778F4,-98,
2020-04-26 10:13:21.563000+00:00,2,90A3851C,-96,
2020-04-26 10:15:03.241000+00:00,5,1C916ABD,-96,
2020-04-26 10:16:29.982000+00:00,5,B27BAC44,-96,
2020-04-26 10:30:06.879000+00:00,2,B7493591,-96,
2020-04-26 10:41:54.407000+00:00,2,C508B3F5,-97,
2020-04-26 10:44:17.793000+00:00,5,9E66009E,-96,
2020-04-26 10:49:46.752000+00:00,2,44D80B0E,-96,
2020-04-26 10:51:04.030000+00:00,5,7FAAADD5,-96,
2020-04-26 10:57:15.189000+00:00,5,70EBD69F,-96,
2020-04-26 11:00:58.854000+00:00,5,F58DF431,-96,
2020-04-26 11:09:51.452000+00:00,2,B50D483C,-96,
2020-04-26 11:13:21.324000+00:00,2,35B99E00,-96,
2020-04-26 11:14:56.310000+00:00,2,7D5A52C1,-96,
2020-04-26 11:19:18.791000+00:00,2,6EAF682D,-97,
2020-04-26 11:19:20.452000+00:00,5,F8D6D4DB,-96,
2020-04-26 11:22:36.872000+00:00,5,0B00DCF6,-96,
2020-04-26 11:24:24.836000+00:00,5,6599112E,-96,
2020-04-26 11:27:29.218000+00:00,2,A9959225,-96,
2020-04-26 11:32:05.026000+00:00,2,C6C57833,-96,
2020-04-26 11:34:02.435000+00:00,5,F2D47B32,-96,
2020-04-26 11:50:23.199000+00:00,2,B954F44A,-97,
2020-04-26 11:50:50.720000+00:00,2,CE1DFBF0,-109,
2020-04-26 11:51:16.263000+00:00,2,D48D932B,-96,
2020-04-26 11:55:17.806000+00:00,5,CB2DCC00,-96,
2020-04-26 11:57:32.123000+00:00,5,866773B6,-96,
2020-04-26 12:10:53.533000+00:00,5,D5743ABF,-96,
2020-04-26 12:18:53.693000+00:00,2,D796C5F3,-97,
2020-04-26 12:21:35.649000+00:00,2,CB7899CB,-96,
2020-04-26 12:25:27.166000+00:00,2,DFC0CCEF,-96,
2020-04-26 12:29:10.969000+00:00,2,1E4CE652,-96,
2020-04-26 12:30:51.045000+00:00,2,5C228CF7,-96,
2020-04-26 12:33:57.479000+00:00,5,FABD0D6E,-96,
2020-04-26 12:38:24.003000+00:00,2,FCF4CAAE,-96,
2020-04-26 12:48:57.180000+00:00,2,E5B353C0,-96,
2020-04-26 13:00:43.077000+00:00,5,65D1FB45,-96,
2020-04-26 13:01:06.419000+00:00,2,80A1C553,-96,
2020-04-26 13:08:26.845000+00:00,5,6B29C27A,-96,
2020-04-26 13:12:07.603000+00:00,2,779CBB44,-96,
2020-04-26 13:15:05.991000+00:00,2,EBCCD203,-97,
